0,1,2,3,4,5
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,0,She,PRON,She<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,1,inserted,VERB,put or introduce into something<FF>introduce<FF>fit snugly into<FF>insert casually<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,2,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,3,Du,PROPN,Du<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,4,Maurier,PROPN,Maurier<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,5,cigarette,NOUN,finely ground tobacco wrapped in paper; for smoking<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,6,into,ADP,into<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,7,her,ADJ,her<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,8,long,ADJ,of relatively great height; - Sherwood Anderson<FF>involving substantial risk<FF>planning prudently for the future<FF>having or being more than normal or necessary:<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,9,tortoiseshell,NOUN,the mottled horny substance of the shell of some turtles<FF>brilliantly colored; larvae feed on nettles<FF>a cat having black and cream-colored and yellowish markings<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,10,holder,NOUN,a holding device<FF>a person who holds something<FF>the person who is in possession of a check or note or bond or document of title that is endorsed to him or to whoever holds it<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,11,and,CCONJ,and<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,12,sat,VERB,"be seated<FF>be around, often idly or without specific purpose<FF>take a seat<FF>be in session<FF>assume a posture as for artistic purposes<FF>sit and travel on the back of animal, usually while controlling its motions<FF>be located or situated somewhere<FF>work or act as a baby-sitter<FF>show to a seat; assign a seat for<FF>serve in a specific professional capacity<FF>"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,13,back,ADV,in or to or toward a former location<FF>at or to or toward the back or rear<FF>in or to or toward an original condition<FF>in or to or toward a past time<FF>in reply<FF>in repayment or retaliation<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,15,looking,VERB,"perceive with attention; direct one's gaze towards<FF>give a certain impression or have a certain outward aspect<FF>have a certain outward or facial expression<FF>search or seek<FF>be oriented in a certain direction, often with respect to another reference point; be opposite to<FF>take charge of or deal with<FF>convey by one's expression<FF>look forward to the probable occurrence of<FF>accord in appearance with<FF>have faith or confidence in<FF>"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,16,at,ADP,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,17,Paula,PROPN,Paula<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,19,who,NOUN,a United Nations agency to coordinate international health activities and to help governments improve health services<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,20,was,VERB,"have the quality of being; (copula, used with an adjective or a predicate noun)<FF>be identical to; be someone or something<FF>occupy a certain position or area; be somewhere<FF>have an existence, be extant<FF>happen, occur, take place<FF>be identical or equivalent to<FF>form or compose<FF>work in a specific place, with a specific subject, or in a specific function<FF>represent, as of a character on stage<FF>spend or use time<FF>have life, be alive<FF>to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form<FF>be priced at<FF>"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,21,seated,VERB,show to a seat; assign a seat for<FF>be able to seat<FF>place ceremoniously or formally in an office or position<FF>put a seat on a chair<FF>provide with seats<FF>place or attach firmly in or on a base<FF>place in or on a seat<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,22,in,ADP,a unit of length equal to one twelfth of a foot<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,23,the,DET,the<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,24,visitor,NOUN,someone who visits<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,25,'s,PART,'s<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,26,chair,NOUN,"a seat for one person, with a support for the back<FF>the position of professor<FF>the officer who presides at the meetings of an organization<FF>an instrument of execution by electrocution; resembles an ordinary seat for one person<FF>a particular seat in an orchestra<FF>"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,27,on,ADP,in operation or operational<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,28,the,DET,the<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,29,other,ADJ,recently past<FF>belonging to the distant past<FF>very unusual; different in character or quality from the normal or expected; - Lance Morrow<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,30,side,NOUN,a place within a region identified relative to a center or reference location<FF>one of two or more contesting groups<FF>either the left or right half of a body<FF>a surface forming part of the outside of an object<FF>an extended outer surface of an object<FF>an aspect of something (as contrasted with some other implied aspect)<FF>a line segment forming part of the perimeter of a plane figure<FF>a family line of descent<FF>a lengthwise dressed half of an animal's carcass used for food<FF>an opinion that is held in opposition to another in an argument or dispute<FF>an elevated geological formation<FF>(sports) the spin given to a ball by striking it on one side or releasing it with a sharp twist<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,31,of,ADP,of<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,32,the,DET,the<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,33,desk,NOUN,a piece of furniture with a writing surface and usually drawers or other compartments<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,35,long,ADJ,of relatively great height; - Sherwood Anderson<FF>involving substantial risk<FF>planning prudently for the future<FF>having or being more than normal or necessary:<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,36,legs,NOUN,staying power<FF>a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle<FF>a structure in animals that is similar to a human leg and used for locomotion<FF>one of the supports for a piece of furniture<FF>a part of a forked or branching shape<FF>the limb of an animal used for food<FF>a prosthesis that replaces a missing leg<FF>a cloth covering consisting of the part of a pair of trousers that covers a person's leg<FF>(nautical) the distance traveled by a sailing vessel on a single tack<FF>a section or portion of a journey or course<FF>
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,37,crossed,VERB,"travel across or pass over<FF>meet at a point<FF>hinder or prevent (the efforts, plans, or desires) of<FF>fold so as to resemble a cross<FF>to cover or extend over an area or time period; ,<FF>meet and pass<FF>trace a line through or across<FF>breed animals or plants using parents of different races and varieties<FF>"
"She inserted a Du Maurier cigarette into her long tortoiseshell holder and sat back , looking at Paula , who was seated in the visitor 's chair on the other side of the desk , long legs crossed elegantly .",0,38,elegantly,ADV,with elegance; in a tastefully elegant manner<FF>in a gracefully elegant manner<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,0,Paula,PROPN,Paula<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,1,looked,VERB,"perceive with attention; direct one's gaze towards<FF>give a certain impression or have a certain outward aspect<FF>have a certain outward or facial expression<FF>search or seek<FF>be oriented in a certain direction, often with respect to another reference point; be opposite to<FF>take charge of or deal with<FF>convey by one's expression<FF>look forward to the probable occurrence of<FF>accord in appearance with<FF>have faith or confidence in<FF>"
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,2,every,DET,(used of count nouns) each and all of the members of a group considered singly and without exception<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,3,inch,NOUN,a unit of length equal to one twelfth of a foot<FF>a unit of measurement for advertising space<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,4,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,5,model,NOUN,a hypothetical description of a complex entity or process<FF>a type of product<FF>a person who poses for a photographer or painter or sculptor<FF>representation of something (sometimes on a smaller scale)<FF>something to be imitated<FF>someone worthy of imitation<FF>a representative form or pattern<FF>a woman who wears clothes to display fashions<FF>the act of representing something (usually on a smaller scale)<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,6,these,DET,these<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,7,days,NOUN,"the time during which someone's life continues<FF>time for Earth to make a complete rotation on its axis<FF>some point or period in time<FF>a day assigned to a particular purpose or observance<FF>the time after sunrise and before sunset while it is light outside<FF>the recurring hours when you are not sleeping (especially those when you are working)<FF>an era of existence or influence<FF>the period of time taken by a particular planet (e.g. Mars) to make a complete rotation on its axis<FF>the time for one complete rotation of the earth relative to a particular star, about 4 minutes shorter than a mean solar day<FF>a period of opportunity<FF>United States writer best known for his autobiographical works (1874-1935)<FF>"
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,9,Arlene,PROPN,Arlene<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,10,thought,VERB,"judge or regard; look upon; judge<FF>expect, believe, or suppose<FF>use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments<FF>recall knowledge from memory; have a recollection<FF>imagine or visualize<FF>focus one's attention on a certain state<FF>have in mind as a purpose<FF>decide by pondering, reasoning, or reflecting<FF>ponder; reflect on, or reason about<FF>dispose the mind in a certain way<FF>have or formulate in the mind<FF>be capable of conscious thought<FF>bring into a given condition by mental preoccupation<FF>"
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,11,with,ADP,with<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,12,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,13,touch,NOUN,the event of something coming in contact with the body<FF>the faculty by which external objects or forces are perceived through contact with the body (especially the hands)<FF>a suggestion of some quality<FF>a distinguishing style<FF>the act of putting two things together with no space between them<FF>a slight but appreciable amount<FF>a communicative interaction<FF>a slight attack of illness<FF>the act of soliciting money (as a gift or loan)<FF>the sensation produced by pressure receptors in the skin<FF>deftness in handling matters<FF>the feel of mechanical action<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,14,of,ADP,of<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",1,15,proprietorial,ADJ,proprietorial<FF>
"Paula looked every inch a model these days , Arlene thought with a touch of proprietorial pride .",0,16,pride,NOUN,a feeling of self-respect and personal worth<FF>satisfaction with your (or another's) achievements<FF>the trait of being spurred on by a dislike of falling below your standards<FF>a group of lions<FF>unreasonable and inordinate self-esteem (personified as one of the deadly sins)<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,0,Her,ADJ,Her<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,1,long,ADJ,of relatively great height; - Sherwood Anderson<FF>involving substantial risk<FF>planning prudently for the future<FF>having or being more than normal or necessary:<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,2,hair,NOUN,a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss<FF>a very small distance or space<FF>filamentous hairlike growth on a plant<FF>any of the cylindrical filaments characteristically growing from the epidermis of a mammal<FF>cloth woven from horsehair or camelhair; used for upholstery or stiffening in garments<FF>a filamentous projection or process on an organism<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,4,shining,VERB,"be bright by reflecting or casting light<FF>emit light; be bright, as of the sun or a light<FF>be shiny, as if wet<FF>be distinguished or eminent<FF>be clear and obvious<FF>have a complexion with a strong bright color, such as red or pink<FF>throw or flash the light of (a lamp)<FF>touch or seem as if touching visually or audibly<FF>experience a feeling of well-being or happiness, as from good health or an intense emotion<FF>make (a surface) shine<FF>climb awkwardly, as if by scrambling<FF>"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,5,gold,NOUN,coins made of gold<FF>a deep yellow color<FF>a soft yellow malleable ductile (trivalent and univalent) metallic element; occurs mainly as nuggets in rocks and alluvial deposits; does not react with most chemicals but is attacked by chlorine and aqua regia<FF>great wealth; --Ben Jonson<FF>something likened to the metal in brightness or preciousness or superiority etc.<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,7,was,VERB,"have the quality of being; (copula, used with an adjective or a predicate noun)<FF>be identical to; be someone or something<FF>occupy a certain position or area; be somewhere<FF>have an existence, be extant<FF>happen, occur, take place<FF>be identical or equivalent to<FF>form or compose<FF>work in a specific place, with a specific subject, or in a specific function<FF>represent, as of a character on stage<FF>spend or use time<FF>have life, be alive<FF>to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form<FF>be priced at<FF>"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,8,swept,VERB,"sweep across or over<FF>move with sweeping, effortless, gliding motions<FF>sweep with a broom or as if with a broom<FF>force into some kind of situation, condition, or course of action<FF>to cover or extend over an area or time period; ,<FF>clean by sweeping<FF>win an overwhelming victory in or on<FF>cover the entire range of<FF>make a big sweeping gesture or movement<FF>"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,9,back,ADV,in or to or toward a former location<FF>at or to or toward the back or rear<FF>in or to or toward an original condition<FF>in or to or toward a past time<FF>in reply<FF>in repayment or retaliation<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,10,and,CCONJ,and<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,11,caught,VERB,"discover or come upon accidentally, suddenly, or unexpectedly; catch somebody doing something or in a certain state<FF>perceive with the senses quickly, suddenly, or momentarily<FF>reach with a blow or hit in a particular spot<FF>take hold of so as to seize or restrain or stop the motion of<FF>succeed in catching or seizing, especially after a chase<FF>to hook or entangle<FF>attract and fix<FF>capture as if by hunting, snaring, or trapping<FF>reach in time<FF>get or regain something necessary, usually quickly or briefly<FF>catch up with and possibly overtake<FF>be struck or affected by<FF>check oneself during an action<FF>hear, usually without the knowledge of the speakers<FF>see or watch<FF>cause to become accidentally or suddenly caught, ensnared, or entangled<FF>detect a blunder or misstep<FF>grasp with the mind or develop an understanding of<FF>contract<FF>start burning<FF>perceive by hearing<FF>suffer from the receipt of<FF>attract; cause to be enamored<FF>apprehend and reproduce accurately<FF>take in and retain<FF>spread or be communicated<FF>be the catcher<FF>become aware of<FF>delay or hold up; prevent from proceeding on schedule or as planned<FF>"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,12,at,ADP,a highly unstable radioactive element (the heaviest of the halogen series); a decay product of uranium and thorium<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,13,the,DET,the<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,14,nape,NOUN,the back side of the neck<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,15,of,ADP,of<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,16,her,ADJ,her<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,17,neck,NOUN,the part of an organism (human or animal) that connects the head to the rest of the body<FF>a narrow elongated projecting strip of land<FF>a cut of meat from the neck of an animal<FF>a narrow part of an artifact that resembles a neck in position or form<FF>an opening in a garment for the neck of the wearer; a part of the garment near the wearer's neck<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,18,with,ADP,with<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,19,a,DET,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,20,bow,NOUN,"a knot with two loops and loose ends; used to tie shoelaces<FF>a slightly curved piece of resilient wood with taut horsehair strands; used in playing certain stringed instruments<FF>front part of a vessel or aircraft<FF>a weapon for shooting arrows, composed of a curved piece of resilient wood with a taut cord to propel the arrow<FF>something curved in shape<FF>bending the head or body or knee as a sign of reverence or submission or shame or greeting<FF>an appearance by actors or performers at the end of the concert or play in order to acknowledge the applause of the audience<FF>a decorative interlacing of ribbons<FF>a stroke with a curved piece of wood with taut horsehair strands that is used in playing stringed instruments<FF>"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",1,22,make-up,PART,an event that is substituted for a previously cancelled event<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,24,expertly,ADV,in an expert manner<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,25,applied,VERB,put into service; make work or employ for a particular purpose or for its inherent or natural purpose<FF>be pertinent or relevant or applicable<FF>ask (for something)<FF>apply to a surface<FF>be applicable to; as to an analysis<FF>give or convey physically<FF>avail oneself to<FF>ensure observance of laws and rules<FF>refer (a word or name) to a person or thing<FF>apply oneself to<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,27,accentuated,VERB,"to stress, single out as important<FF>put stress on; utter with an accent<FF>"
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,28,the,DET,the<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,29,classically,ADJ,in the manner of Greek and Roman culture<FF>
"Her long hair , shining gold , was swept back and caught at the nape of her neck with a bow , make-up , expertly applied , accentuated the classically beautiful lines of her face , and she wore her well-cut suit with all the panache that was expected of her .",0,30,beautiful,ADJ,(of weather) highly enjoyable<FF>
